,Unnamed: 0,ECU Absolute Time,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Engine Operating Time,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,ABV Learning Value,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage,Seat Switch State,Absolute Time,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle,Action,Base Action,length = 6,length = 12,length = 18,length = 24,length = 30,Filtered length = 6,Filtered length = 12,Filtered length = 18,Filtered length = 24,Filtered length = 30
21000,21000,2023-04-17 14:35:14.779267072+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,10.31207843,-0.937803924,0,5,0,74.53125,0.936235284,14.99858822,0.999952896,128,28,36.37498603,12.89062005,489,734,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.101561962,0.0,1,1844,10600,1800,180.0,1,2,120,0,2.74,1.628,-15.00234138,47,68,0.416015412,0.214843024,13.18721173,0.869137688,15.07757664,0.229491412,0,2023-04-17 14:35:15.095000+08:00,0.59978092,0.559260818,0.42194049,0.456925292,0.512264117,0.5760602,0.804002462,0.812413381,0.636117212,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21005,21005,2023-04-17 14:35:15.229140992+08:00,1004,0.777050013,0,0.092773124,0,855.9999966,10.31207843,-0.937803924,0,5,0,74.53125,0.936235284,14.99858822,0.999952896,128,28,36.06248615,12.89062005,487,729,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.082030717,0.0,1,1834,10600,1800,180.0,1,2,120,0,2.708,1.612,-15.00234138,47,68,0.416015412,0.214843024,13.24970977,0.874020484,14.99581104,0.229491412,0,2023-04-17 14:35:15.363000+08:00,0.54776154,0.562037194,0.421470403,0.434423971,0.483804763,0.57949886,0.809736887,0.793142348,0.585818081,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21010,21010,2023-04-17 14:35:15.229140992+08:00,1004,0.777050013,0,0.092773124,0,855.9999966,10.31207843,-0.937803924,0,5,0,74.53125,0.936235284,14.99858822,0.999952896,128,28,36.06248615,12.89062005,487,729,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.082030717,0.0,1,1834,10600,1800,180.0,1,2,120,0,2.708,1.612,-15.00234138,47,68,0.416015412,0.214843024,13.24970977,0.874020484,14.99581104,0.229491412,0,2023-04-17 14:35:15.633000+08:00,0.65497831,0.56728487,0.420536986,0.4147919,0.525802177,0.585393785,0.806263339,0.819217479,0.655993429,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21015,21015,2023-04-17 14:35:15.680624896+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,8.905843134,-2.344039218,0,5,0,72.65625,-0.938745108,14.99858822,0.999952896,128,28,36.06248615,12.89062005,483,723,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.082030717,0.0,1,1881,10600,1800,180.0,1,2,120,0,2.676,1.612,-15.00234138,47,68,0.416015412,0.214843024,13.24970977,0.869137688,15.38010936,0.229491412,0,2023-04-17 14:35:15.897000+08:00,0.63375094,0.565741945,0.421006997,0.452621978,0.534463653,0.616210823,0.801561694,0.835527756,0.678632122,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21020,21020,2023-04-17 14:35:15.680624896+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,8.905843134,-2.344039218,0,5,0,72.65625,-0.938745108,14.99858822,0.999952896,128,28,36.06248615,12.89062005,483,723,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.082030717,0.0,1,1881,10600,1800,180.0,1,2,120,0,2.676,1.612,-15.00234138,47,68,0.416015412,0.214843024,13.24970977,0.869137688,15.38010936,0.229491412,0,2023-04-17 14:35:16.153000+08:00,0.554132865,0.561418244,0.422880589,0.413357087,0.523837073,0.616866028,0.801828125,0.824097467,0.660104823,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21025,21025,2023-04-17 14:35:16.129227008+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,10.78082353,-0.469058826,0,5,0,73.59375,-0.001254912,14.99858822,0.999952896,128,28,35.89061122,12.89062005,487,734,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.07031197,0.0,1,1819,10600,1800,180.0,1,2,120,0,2.72,1.604,-15.00234138,47,68,0.416015412,0.214843024,13.18721173,0.87890328,14.87316264,0.229491412,0,2023-04-17 14:35:16.430000+08:00,0.588102884,0.562346669,0.423350677,0.374720114,0.511026502,0.607565135,0.808327964,0.811260597,0.633101715,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21030,21030,2023-04-17 14:35:16.579826944+08:00,1004,0.777050013,0,0.092773124,0,855.9999966,10.78082353,-0.469058826,0,5,0,73.59375,-0.001254912,14.99858822,0.999952896,128,28,36.06248615,12.89062005,486,731,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.082030717,0.0,1,1847,10600,1800,180.0,1,2,120,0,2.692,1.612,-15.00234138,47,68,0.416015412,0.214843024,13.24970977,0.874020484,15.10210632,0.229491412,0,2023-04-17 14:35:16.707000+08:00,0.588102884,0.559260818,0.421470403,0.449932827,0.471576975,0.579204224,0.808003511,0.780033492,0.558985916,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21035,21035,2023-04-17 14:35:16.579826944+08:00,1004,0.777050013,0,0.092773124,0,855.9999966,10.78082353,-0.469058826,0,5,0,73.59375,-0.001254912,14.99858822,0.999952896,128,28,36.06248615,12.89062005,486,731,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.082030717,0.0,1,1847,10600,1800,180.0,1,2,120,0,2.692,1.612,-15.00234138,47,68,0.416015412,0.214843024,13.24970977,0.874020484,15.10210632,0.229491412,0,2023-04-17 14:35:16.968000+08:00,0.594474034,0.556480042,0.423350677,0.457911539,0.472159149,0.581038249,0.806027979,0.776090589,0.555877117,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21040,21040,2023-04-17 14:35:17.028482048+08:00,1004,0.777050013,0,0.092773124,0,855.9999966,9.374588232,-1.87529412,0,5,0,72.65625,-0.938745108,14.99858822,0.999952896,128,28,35.46873638,13.46874483,479,722,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.046874476,0.0,1,1866,10600,1800,180.0,1,2,120,0,2.676,1.588,-15.00234138,47,68,0.554687216,0.214843024,13.18721173,0.869137688,15.25746096,0.234374208,0,2023-04-17 14:35:17.245000+08:00,0.557310874,0.562965569,0.422880589,0.389870268,0.450542091,0.600523945,0.815903601,0.788189704,0.55688301,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21045,21045,2023-04-17 14:35:17.028482048+08:00,1004,0.777050013,0,0.092773124,0,855.9999966,9.374588232,-1.87529412,0,5,0,72.65625,-0.938745108,14.99858822,0.999952896,128,28,35.46873638,13.46874483,479,722,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.046874476,0.0,1,1866,10600,1800,180.0,1,2,120,0,2.676,1.588,-15.00234138,47,68,0.554687216,0.214843024,13.18721173,0.869137688,15.25746096,0.234374208,0,2023-04-17 14:35:17.513000+08:00,0.653913872,0.569751771,0.422410578,0.423307917,0.43991551,0.595185739,0.811687905,0.774690124,0.530370955,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21050,21050,2023-04-17 14:35:17.479172864+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,9.84333333,-1.406549022,0,5,0,73.59375,-0.001254912,14.99858822,0.999952896,128,28,36.17186111,13.46874483,487,739,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.089843215,0.0,1,1848,10600,1800,180.0,1,2,120,0,2.676,1.62,-15.00234138,47,68,0.554687216,0.214843024,13.12471369,0.8544893,15.11028288,0.234374208,0,2023-04-17 14:35:17.787000+08:00,0.64012209,0.569446695,0.422880589,0.414612174,0.539922411,0.573997059,0.800550773,0.824727127,0.67834077,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21055,21055,2023-04-17 14:35:17.929580800+08:00,1004,0.777050013,0,0.087890328,0,855.9999966,9.374588232,-1.87529412,0,5,0,71.71875,-1.876235304,14.99858822,0.999952896,128,28,35.9374862,13.46874483,483,743,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.074218219,0.0,1,1862,10600,1800,180.0,1,2,120,0,2.664,1.608,-15.00234138,47,68,0.832030824,0.214843024,13.24970977,0.859372096,15.22475472,0.239257004,0,2023-04-17 14:35:18.060000+08:00,0.580667121,0.549384364,0.423350677,0.360735184,0.526966829,0.570656747,0.807998002,0.814313618,0.652139265,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21060,21060,2023-04-17 14:35:17.929580800+08:00,1004,0.777050013,0,0.087890328,0,855.9999966,9.374588232,-1.87529412,0,5,0,71.71875,-1.876235304,14.99858822,0.999952896,128,28,35.9374862,13.46874483,483,743,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.074218219,0.0,1,1862,10600,1800,180.0,1,2,120,0,2.664,1.608,-15.00234138,47,68,0.832030824,0.214843024,13.24970977,0.859372096,15.22475472,0.239257004,0,2023-04-17 14:35:18.323000+08:00,0.497871036,0.559570293,0.423820765,0.506409479,0.449814297,0.597249154,0.797381708,0.715445777,0.475274811,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21065,21065,2023-04-17 14:35:18.379784192+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,21.09321568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,41.07810923,26.39061487,498,960,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.484374364,0.0,1,2126,10600,1800,180.0,1,3,120,0,2.604,1.924,-15.00234138,46,69,1.802733452,0.214843024,13.18721173,0.849606504,17.38336656,0.263670984,0,2023-04-17 14:35:18.597000+08:00,0.692141471,0.569751771,0.426627773,0.417301699,0.548147637,0.571966609,0.79622393,0.828325358,0.691826656,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21070,21070,2023-04-17 14:35:18.379784192+08:00,1004,0.777050013,0,0.09765592,0,855.9999966,21.09321568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,41.07810923,26.39061487,498,960,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.484374364,0.0,1,2126,10600,1800,180.0,1,3,120,0,2.604,1.924,-15.00234138,46,69,1.802733452,0.214843024,13.18721173,0.849606504,17.38336656,0.263670984,0,2023-04-17 14:35:18.875000+08:00,0.634815378,0.560494268,0.4074084,0.3959656,0.371278531,0.649287701,0.809215695,0.75982786,0.489988126,,2,Idle,Turn Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21075,21075,2023-04-17 14:35:18.829622016+08:00,1004,0.777050013,0,0.068359144,0,855.9999966,35.62431372,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,64.18747535,58.78122743,595,1011,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,3.707030301,0.0,1,4004,10600,1800,172.5,1,3,120,0,2.004,2.872,-15.00234138,46,69,19.96873978,0.214843024,12.87472154,0.844723708,32.73894624,0.786130156,0,2023-04-17 14:35:19.149000+08:00,0.567939778,0.557408417,0.391936134,0.405379125,0.634980679,0.59741275,0.778306288,0.848195437,0.779701475,,1,Idle,Turn Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21080,21080,2023-04-17 14:35:19.279268096+08:00,1005,0.777050013,0,0.04882796,0,855.9999966,42.18674509,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,67.17184921,66.74997437,598,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.343748888,0.0,1,4699,10600,1800,161.25,1,3,120,0,1.88,3.368,-4.898264432,47,57,22.88084766,0.214843024,12.8122235,0.09765592,38.42165544,1.015621568,0,2023-04-17 14:35:19.427000+08:00,0.573246664,0.572532547,0.406468225,0.403047928,0.419098904,0.680104876,0.804664893,0.760166219,0.527405981,,2,Idle,Turn Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21085,21085,2023-04-17 14:35:19.279268096+08:00,1005,0.777050013,0,0.04882796,0,855.9999966,42.18674509,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,67.17184921,66.74997437,598,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.343748888,0.0,1,4699,10600,1800,161.25,1,3,120,0,1.88,3.368,-4.898264432,47,57,22.88084766,0.214843024,12.8122235,0.09765592,38.42165544,1.015621568,0,2023-04-17 14:35:19.694000+08:00,0.608265816,0.559875318,0.443980314,0.583595059,0.60623039,0.62243335,0.738133325,0.198621564,0.061078044,,0,Turn Right,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21090,21090,2023-04-17 14:35:19.729214976+08:00,1005,0.777050013,0,0.053710756,0,855.9999966,43.59298039,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,67.85934894,67.89059893,600,1004,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.398436374,0.0,1,4847,10600,1800,157.5,1,3,120,0,1.824,3.408,-4.702978832,47,52,24.82225292,0.214843024,12.99971762,0.092773124,39.63178632,1.088863508,0,2023-04-17 14:35:19.962000+08:00,0.596602911,0.573765997,0.470230726,0.502375379,0.445083029,0.659996668,0.789552537,0.706833626,0.4816874,,2,Two-Stage Left,Idle,Idle,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle
21095,21095,2023-04-17 14:35:19.729214976+08:00,1005,0.777050013,0,0.053710756,0,855.9999966,43.59298039,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,67.85934894,67.89059893,600,1004,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.398436374,0.0,1,4847,10600,1800,157.5,1,3,120,0,1.824,3.408,-4.702978832,47,52,24.82225292,0.214843024,12.99971762,0.092773124,39.63178632,1.088863508,0,2023-04-17 14:35:20.230000+08:00,0.572182226,0.558641867,0.381621393,0.552218643,0.328771904,0.565973472,0.779894373,0.722474287,0.351316934,,2,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21100,21100,2023-04-17 14:35:20.179277824+08:00,1004,0.777050013,0,0.04882796,0,855.9999966,42.65549019,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,68.09372385,67.54684906,599,1004,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.410155121,0.0,1,4786,10600,1800,161.25,1,3,120,0,1.812,3.416,-4.695167408,46,51,24.82225292,0.214843024,12.99971762,0.253905392,39.13301616,1.088863508,0,2023-04-17 14:35:20.503000+08:00,0.60295893,0.512964453,0.398033758,0.385119136,0.649028255,0.643261873,0.784889268,0.856792807,0.773324133,,1,Two-Stage Left,Idle,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21105,21105,2023-04-17 14:35:20.629465088+08:00,1004,0.777050013,0,0.053710756,0,855.9999966,41.2492549,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,68.89059855,66.95309929,603,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.382811378,0.0,1,4654,10600,1800,161.25,1,3,120,0,1.852,3.396,-6.413680688,47,52,23.85155029,0.214843024,12.99971762,0.175780656,38.05371024,1.054683936,0,2023-04-17 14:35:20.784000+08:00,0.470272341,0.577780223,0.430381717,0.42070863,0.626246241,0.650564871,0.792300076,0.870569001,0.772043975,,1,Go Straight,Two-Stage Left,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21110,21110,2023-04-17 14:35:20.629465088+08:00,1004,0.777050013,0,0.053710756,0,855.9999966,41.2492549,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,68.89059855,66.95309929,603,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.382811378,0.0,1,4654,10600,1800,161.25,1,3,120,0,1.852,3.396,-6.413680688,47,52,23.85155029,0.214843024,12.99971762,0.175780656,38.05371024,1.054683936,0,2023-04-17 14:35:21.053000+08:00,0.545632837,0.554013141,0.416319714,0.761452291,0.193026799,0.593482891,0.71568735,0.657837045,0.265455748,,2,Go Straight,Turn Left,Turn Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21115,21115,2023-04-17 14:35:21.079211008+08:00,1005,0.777050013,0,0.053710756,0,855.9999966,40.3117647,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,69.03122349,67.01559927,603,1006,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.324217643,0.0,1,4527,10600,1800,161.25,1,3,120,0,1.884,3.352,-7.831454144,46,51,23.71287848,0.214843024,13.06221566,0.644529072,37.01528712,1.04980114,0,2023-04-17 14:35:21.328000+08:00,0.593409596,0.577161323,0.465543367,0.5919321,0.424557966,0.631537681,0.775088725,0.602350049,0.349930337,,2,Idle,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21120,21120,2023-04-17 14:35:21.528812800+08:00,1005,0.777050013,0,0.04882796,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,64.29685031,66.46872448,575,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.152342687,0.0,1,5049,10600,1800,161.25,1,3,120,0,1.756,3.22,-5.03105864,46,51,23.43553488,0.214843024,12.93721958,0.229491412,41.28345144,1.044918344,0,2023-04-17 14:35:21.604000+08:00,0.687883891,0.538579537,0.445853906,0.454414745,0.437222308,0.625413504,0.801913207,0.750033767,0.512793634,,2,Idle,Go Straight,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21125,21125,2023-04-17 14:35:21.528812800+08:00,1005,0.777050013,0,0.04882796,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,64.29685031,66.46872448,575,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,4.152342687,0.0,1,5049,10600,1800,161.25,1,3,120,0,1.756,3.22,-5.03105864,46,51,23.43553488,0.214843024,12.93721958,0.229491412,41.28345144,1.044918344,0,2023-04-17 14:35:21.864000+08:00,0.661349635,0.604014256,0.421006997,0.534110124,0.438823515,0.605076179,0.78630662,0.674893915,0.426512308,,2,Idle,Go Straight,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21130,21130,2023-04-17 14:35:21.979319040+08:00,1005,0.777050013,0,0.04882796,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,61.85935125,64.43747526,561,1004,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,3.886717755,0.0,1,5341,10600,1800,165.0,1,3,120,0,1.748,3.012,-7.538525744,46,51,23.15819127,0.214843024,12.93721958,0.795895748,43.67100696,1.030269956,0,2023-04-17 14:35:22.129000+08:00,0.625250739,0.579013673,0.397093582,0.495563014,0.538030269,0.561781532,0.800527515,0.857672871,0.717344732,,1,Idle,Go Straight,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21135,21135,2023-04-17 14:35:21.979319040+08:00,1005,0.777050013,0,0.04882796,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,61.85935125,64.43747526,561,1004,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,3.886717755,0.0,1,5341,10600,1800,165.0,1,3,120,0,1.748,3.012,-7.538525744,46,51,23.15819127,0.214843024,12.93721958,0.795895748,43.67100696,1.030269956,0,2023-04-17 14:35:22.405000+08:00,0.65497831,0.556174967,0.403191128,0.360555458,0.626028267,0.532372704,0.721917089,0.800778153,0.767777654,,1,Idle,Go Straight,Idle,Turn Left,Idle,Idle,Idle,Idle,Idle,Idle
21140,21140,2023-04-17 14:35:22.429330176+08:00,1004,0.777050013,0,0.04882796,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,54.67185401,52.48435485,514,1006,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,3.156249192,0.0,1,5328,10600,1800,168.75,1,3,120,0,1.708,2.448,-15.00234138,47,52,18.02733452,0.214843024,13.06221566,0.815426932,43.56471168,0.908200056,0,2023-04-17 14:35:22.667000+08:00,0.704868814,0.541974863,0.4074084,0.437382336,0.450614749,0.603733489,0.805761796,0.769971566,0.537611278,,2,Idle,Go Straight,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21145,21145,2023-04-17 14:35:22.880439040+08:00,1004,0.777050013,0,0.053710756,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,43.78123319,41.73435897,461,913,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.585936838,0.0,1,5095,10600,1800,168.75,1,3,120,0,1.78,2.004,-13.08463678,47,53,13.8671804,0.214843024,13.06221566,0.800778544,41.6595732,0.712888216,0,2023-04-17 14:35:22.944000+08:00,0.712304577,0.590742527,0.379747801,0.319677152,0.466190875,0.658686806,0.806427692,0.798052801,0.592615713,,2,Idle,Idle,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21150,21150,2023-04-17 14:35:22.880439040+08:00,1004,0.777050013,0,0.053710756,0,855.9999966,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,43.78123319,41.73435897,461,913,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.585936838,0.0,1,5095,10600,1800,168.75,1,3,120,0,1.78,2.004,-13.08463678,47,53,13.8671804,0.214843024,13.06221566,0.800778544,41.6595732,0.712888216,0,2023-04-17 14:35:23.217000+08:00,0.661349635,0.539198487,0.358184671,0.521470144,0.543562292,0.570001543,0.796552913,0.903722042,0.771293896,,1,Idle,Idle,Turn Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21155,21155,2023-04-17 14:35:23.329319936+08:00,1004,0.777050013,0,0.04882796,0,855.9999966,42.65549019,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,28.40623909,31.57811287,386,731,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.71874956,0.0,1,4716,10600,1800,172.5,1,3,120,0,1.84,1.332,-10.89353235,47,58,10.67772891,0.214843024,13.06221566,0.185546248,38.56065696,0.595701112,0,2023-04-17 14:35:23.530000+08:00,0.57855355,0.576232898,0.338958539,0.385298487,0.573185995,0.544686443,0.765369584,0.817042382,0.719565833,,1,Idle,Turn Left,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21160,21160,2023-04-17 14:35:23.329319936+08:00,1004,0.777050013,0,0.04882796,0,855.9999966,42.65549019,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,28.40623909,31.57811287,386,731,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.71874956,0.0,1,4716,10600,1800,172.5,1,3,120,0,1.84,1.332,-10.89353235,47,58,10.67772891,0.214843024,13.06221566,0.185546248,38.56065696,0.595701112,0,2023-04-17 14:35:23.833000+08:00,0.528647741,0.515431354,0.33333784,0.361810919,0.619695792,0.562665716,0.748552602,0.819044506,0.755936562,,1,Idle,Idle,Two-Stage Left,Idle,Two-Stage Left,Idle,Idle,Idle,Idle,Idle
21165,21165,2023-04-17 14:35:23.839024896+08:00,1004,0.777050013,0,0.058593552,0,855.9999966,37.03054901,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,21.84374161,23.92186581,342,601,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.261718427,0.0,1,4123,10600,1800,176.25,1,3,120,0,1.884,0.976,-15.00234138,47,65,5.130856748,0.214843024,12.93721958,0.908200056,33.71195688,0.395506476,0,2023-04-17 14:35:24.129000+08:00,0.44585183,0.551851265,0.393346398,0.439533806,0.517358978,0.581398406,0.792793827,0.815998221,0.646268798,,1,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21170,21170,2023-04-17 14:35:24.290043136+08:00,1004,0.777050013,0,0.058593552,0,855.9999966,35.62431372,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,8,14.18749455,14.70311935,264,430,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.664062074,0.0,1,3673,10600,1800,176.25,1,5,120,0,2.168,1.288,-0.004407296,47,68,1.941405256,0.214843024,12.93721958,0.898434464,30.03250488,0.322264536,0,2023-04-17 14:35:24.401000+08:00,0.68577032,0.556480042,0.403661216,0.456118772,0.556590532,0.579236915,0.787885516,0.849190563,0.723081095,,1,Idle,Idle,Go Straight,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21175,21175,2023-04-17 14:35:24.290043136+08:00,1004,0.777050013,0,0.058593552,0,855.9999966,35.62431372,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,8,14.18749455,14.70311935,264,430,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.664062074,0.0,1,3673,10600,1800,176.25,1,5,120,0,2.168,1.288,-0.004407296,47,68,1.941405256,0.214843024,12.93721958,0.898434464,30.03250488,0.322264536,0,2023-04-17 14:35:24.658000+08:00,0.45540099,0.542284287,0.379747801,0.236037536,0.390275653,0.563124222,0.875919646,0.819759779,0.538444556,,2,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Idle
21180,21180,2023-04-17 14:35:24.739855104+08:00,1004,0.777050013,0,0.063476348,0,855.9999966,31.87435294,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,14.0624946,14.12499458,276,453,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.656249576,0.0,1,3243,10600,1800,180.0,1,5,120,0,2.064,1.284,-0.004407296,47,68,1.38671804,0.214843024,12.87472154,0.014648388,26.51658408,0.263670984,0,2023-04-17 14:35:24.967000+08:00,0.748403299,0.589814102,0.443980314,0.378216159,0.393696345,0.580776304,0.828026529,0.790928942,0.503150388,,2,Idle,Idle,Idle,Two-Stage Left,Idle,Idle,Idle,Idle,Idle,Idle
